"Id","MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","BsmtUnfSF","TotalBsmtSF","HeatingQC","X2ndFlrSF","LowQualFinSF","GrLivArea","BedroomAbvGr","KitchenAbvGr","Functional","GarageFinish","GarageArea","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleCondition","SalePrice","have_Garage","Fireplaces_present","pool_present","FullBath_total","HalfBath_total"
270,20,"RL",72.7030895455659,7917,3,TRUE,"Corner",TRUE,"Edwards","Norm","1Fam","1Story",6,7,1976,TRUE,"HdBoard","HdBoard","BrkFace",174,4,"CBlock",2,3,1,4,1,392,1143,3,0,0,1113,3,1,7,2,504,"Y",370,30,0,TRUE,"None",0,5,2007,TRUE,148000,TRUE,TRUE,FALSE,2,1
271,60,"FV",84,10728,4,TRUE,"Inside",TRUE,"Somerst","Norm","1Fam","2Story",8,5,2006,FALSE,"VinylSd","VinylSd","None",0,3,"PConc",3,2,2,1,1,1095,1095,4,844,0,1939,3,1,7,2,1053,"Y",192,51,0,FALSE,"None",0,8,2006,FALSE,266000,TRUE,TRUE,FALSE,2,1
272,20,"RL",73,39104,3,FALSE,"Other",FALSE,"ClearCr","Norm","1Fam","1Story",7,7,2005,TRUE,"Plywood","Plywood","None",0,3,"CBlock",3,2,4,2,6,96,1385,5,0,0,1363,2,1,4,1,439,"Y",81,0,0,FALSE,"None",0,4,2008,TRUE,241500,TRUE,TRUE,FALSE,2,0
273,60,"RL",92,11764,3,TRUE,"Other",TRUE,"NoRidge","Norm","1Fam","2Story",8,7,2007,FALSE,"VinylSd","VinylSd","BrkFace",348,3,"PConc",3,2,1,6,1,628,1152,5,1106,0,2270,4,1,7,3,671,"Y",132,57,0,FALSE,"None",0,4,2010,TRUE,290000,TRUE,TRUE,FALSE,2,1
274,20,"RL",80,9600,4,TRUE,"Inside",TRUE,"NAmes","Feedr","1Fam","1Story",6,6,1988,TRUE,"Wd Sdng","Wd Sdng","BrkCmn",183,3,"CBlock",2,2,1,3,2,0,1240,4,0,0,1632,3,1,6,2,338,"Y",289,0,0,TRUE,"None",0,4,2009,TRUE,139000,TRUE,TRUE,FALSE,3,0
275,20,"RL",76,8314,4,TRUE,"Corner",TRUE,"Mitchel","Norm","1Fam","1Story",5,7,1982,FALSE,"HdBoard","ImStucc","None",0,3,"CBlock",2,2,4,5,1,270,816,3,0,0,816,2,1,7,1,264,"Y",168,0,0,FALSE,"None",0,6,2007,TRUE,124500,TRUE,FALSE,FALSE,1,0
276,50,"RL",55,7264,4,TRUE,"Inside",TRUE,"BrkSide","Norm","1Fam","1.5Fin",7,7,2007,FALSE,"Wd Sdng","Wd Sdng","None",0,4,"Other",2,2,1,1,1,952,952,4,596,0,1548,3,1,7,1,672,"Y",74,0,0,FALSE,"None",0,10,2009,TRUE,205000,TRUE,FALSE,FALSE,2,1
277,20,"RL",129,9196,3,TRUE,"Inside",TRUE,"Mitchel","Norm","1Fam","1Story",7,5,2003,FALSE,"VinylSd","VinylSd","None",0,3,"PConc",4,2,1,1,1,1560,1560,5,0,0,1560,3,1,7,3,573,"Y",100,150,0,FALSE,"None",0,4,2010,TRUE,201000,TRUE,FALSE,FALSE,2,0
278,20,"RL",140,19138,4,TRUE,"Corner",TRUE,"Gilbert","Norm","1Fam","1Story",4,5,1951,FALSE,"VinylSd","VinylSd","None",0,3,"CBlock",2,2,1,2,1,744,864,5,0,0,864,2,1,7,1,400,"Y",0,0,0,FALSE,"None",0,6,2010,TRUE,141000,TRUE,FALSE,FALSE,1,0
279,20,"RL",107,14450,4,TRUE,"Inside",TRUE,"NridgHt","Norm","1Fam","1Story",9,5,2007,FALSE,"CemntBd","CmentBd","BrkFace",315,3,"PConc",4,2,4,1,1,2121,2121,5,0,0,2121,3,1,7,3,732,"Y",124,98,0,FALSE,"None",0,5,2007,FALSE,415298,TRUE,TRUE,FALSE,2,1
280,60,"RL",83,10005,4,TRUE,"Inside",TRUE,"ClearCr","Norm","1Fam","2Story",7,5,1977,TRUE,"Plywood","Plywood","BrkFace",299,3,"CBlock",3,2,1,4,1,768,1160,5,866,0,2022,4,1,7,3,505,"Y",288,117,0,FALSE,"None",0,3,2008,TRUE,192000,TRUE,TRUE,FALSE,2,1
281,60,"RL",82,11287,4,TRUE,"Inside",TRUE,"SawyerW","Norm","1Fam","2Story",7,6,1989,FALSE,"Plywood","Plywood","BrkFace",340,3,"CBlock",3,2,3,6,1,386,807,4,807,0,1982,3,1,7,3,575,"Y",0,84,0,FALSE,"None",0,1,2007,TRUE,228500,TRUE,TRUE,FALSE,2,1
282,20,"FV",60,7200,4,TRUE,"Inside",TRUE,"Somerst","Norm","1Fam","1Story",6,5,2006,FALSE,"VinylSd","VinylSd","Stone",68,3,"PConc",3,2,1,6,1,357,1262,4,0,0,1262,2,1,7,3,572,"Y",0,120,0,FALSE,"None",0,5,2006,FALSE,185000,TRUE,FALSE,FALSE,2,0
283,120,"RL",34,5063,4,TRUE,"Inside",TRUE,"NridgHt","Norm","Twnhs","1Story",7,5,2008,FALSE,"VinylSd","VinylSd","Stone",166,3,"PConc",3,2,1,6,1,410,1314,5,0,0,1314,2,1,7,2,626,"Y",172,62,0,FALSE,"None",0,4,2009,TRUE,207500,TRUE,TRUE,FALSE,3,0
284,20,"RL",74,9612,4,TRUE,"Inside",TRUE,"Somerst","Feedr","1Fam","1Story",8,5,2009,FALSE,"VinylSd","VinylSd","Stone",72,3,"PConc",3,2,1,1,1,1468,1468,5,0,0,1468,3,1,7,3,898,"Y",210,150,0,FALSE,"None",0,12,2009,FALSE,244600,TRUE,TRUE,FALSE,2,0
285,120,"RL",50,8012,4,TRUE,"Inside",TRUE,"SawyerW","Norm","TwnhsE","1Story",6,5,1992,FALSE,"Plywood","ImStucc","None",0,3,"PConc",3,2,1,6,1,1145,1575,4,0,0,1575,2,1,7,2,529,"Y",0,0,52,FALSE,"None",0,7,2007,TRUE,179200,TRUE,FALSE,FALSE,3,0
286,160,"FV",35,4251,3,TRUE,"Inside",TRUE,"Somerst","Norm","TwnhsE","2Story",7,5,2007,FALSE,"MetalSd","MetalSd","None",0,3,"PConc",3,2,1,1,1,625,625,5,625,0,1250,2,1,7,2,528,"Y",0,54,0,FALSE,"None",0,6,2007,FALSE,164700,TRUE,FALSE,FALSE,2,1
287,50,"RL",77,9786,3,FALSE,"Inside",TRUE,"NAmes","Norm","1Fam","1.5Fin",6,7,1981,FALSE,"Wd Sdng","Wd Sdng","None",0,3,"CBlock",2,2,1,3,1,312,912,3,649,0,1734,3,1,7,2,440,"Y",0,0,0,TRUE,"None",0,6,2006,TRUE,159000,TRUE,TRUE,FALSE,1,1
288,20,"RL",72.9083891775402,8125,3,TRUE,"Corner",TRUE,"NAmes","Norm","1Fam","1Story",4,4,1971,FALSE,"HdBoard","HdBoard","None",0,3,"CBlock",2,2,1,4,1,244,858,3,0,0,858,3,1,7,0,0,"Y",0,0,0,FALSE,"None",0,6,2006,TRUE,88000,FALSE,FALSE,FALSE,1,0
289,20,"RL",74.5803967571769,9819,3,TRUE,"Inside",TRUE,"Sawyer","Norm","1Fam","1Story",5,5,1967,FALSE,"MetalSd","MetalSd","BrkFace",31,4,"CBlock",2,2,1,4,1,432,882,3,0,0,900,3,1,7,1,280,"Y",0,0,0,TRUE,"None",0,2,2010,TRUE,122000,TRUE,FALSE,FALSE,1,0
290,70,"RL",60,8730,4,TRUE,"Inside",TRUE,"BrkSide","NR","1Fam","2Story",6,7,2003,FALSE,"Wd Sdng","Wd Sdng","None",0,3,"Other",2,2,1,1,1,698,698,5,698,0,1396,3,1,7,1,384,"Y",0,0,0,FALSE,"None",0,7,2007,TRUE,153575,TRUE,FALSE,FALSE,1,0
291,60,"RL",120,15611,4,TRUE,"Inside",TRUE,"CollgCr","Norm","1Fam","2Story",8,5,2006,FALSE,"VinylSd","VinylSd","None",0,3,"PConc",3,2,3,1,1,1079,1079,5,840,0,1919,3,1,7,2,685,"Y",0,51,0,FALSE,"None",0,7,2006,FALSE,233230,TRUE,TRUE,FALSE,2,1
292,190,"RL",55,5687,4,FALSE,"Inside",TRUE,"SWISU","Norm","2fmCon","2Story",5,6,2000,FALSE,"VinylSd","VinylSd","None",0,2,"PConc",2,1,1,3,1,570,780,5,780,0,1716,6,1,7,0,0,"N",0,184,0,FALSE,"None",0,3,2008,TRUE,135900,FALSE,FALSE,FALSE,3,0
293,50,"RL",60,11409,4,TRUE,"Inside",TRUE,"Edwards","Norm","1Fam","1.5Fin",5,4,2008,FALSE,"Wd Sdng","Wd Sdng","None",0,3,"CBlock",2,2,1,2,1,476,768,4,568,0,1716,3,1,5,1,281,"Y",0,0,0,FALSE,"None",0,1,2009,TRUE,131000,TRUE,TRUE,FALSE,1,1
294,60,"RL",81.3315961932546,16659,3,TRUE,"Corner",TRUE,"NWAmes","PosA","1Fam","2Story",7,7,1994,FALSE,"Plywood","Plywood","BrkFace",34,3,"CBlock",2,2,1,5,1,0,795,2,795,0,2263,3,1,7,3,539,"Y",0,250,0,FALSE,"None",0,3,2006,TRUE,235000,TRUE,TRUE,FALSE,3,1
295,20,"RL",80,9600,4,TRUE,"Inside",TRUE,"NAmes","Norm","1Fam","1Story",6,5,1953,TRUE,"HdBoard","HdBoard","Stone",238,3,"CBlock",2,2,1,6,1,131,1416,3,0,0,1644,3,1,7,3,418,"Y",110,0,0,FALSE,"None",0,10,2009,TRUE,167000,TRUE,TRUE,FALSE,2,0
296,80,"RL",37,7937,3,TRUE,"Other",TRUE,"Mitchel","Norm","1Fam","SLvl",6,6,1984,FALSE,"HdBoard","HdBoard","None",0,3,"CBlock",2,2,3,6,1,184,1003,3,0,0,1003,3,1,7,1,588,"Y",120,0,0,TRUE,"None",0,3,2006,TRUE,142500,TRUE,FALSE,FALSE,2,0
297,50,"RM",75,13710,4,TRUE,"Inside",TRUE,"IDOTRR","Norm","1Fam","1.5Fin",5,5,1950,FALSE,"Wd Sdng","Wd Sdng","None",0,3,"CBlock",2,2,1,4,1,490,910,3,648,0,1558,4,1,7,1,282,"Y",289,0,0,TRUE,"None",0,6,2007,TRUE,152000,TRUE,FALSE,FALSE,1,1
298,60,"FV",66,7399,3,TRUE,"Inside",TRUE,"Somerst","Norm","1Fam","2Story",7,5,1998,TRUE,"VinylSd","VinylSd","BrkFace",1600,3,"PConc",3,2,1,4,1,326,975,5,975,0,1950,3,1,7,2,576,"Y",0,10,0,FALSE,"None",0,6,2007,TRUE,239000,TRUE,TRUE,FALSE,2,1
299,60,"RL",90,11700,4,TRUE,"Inside",TRUE,"NWAmes","Norm","1Fam","2Story",6,6,1968,TRUE,"HdBoard","AsphShn","BrkFace",365,3,"CBlock",2,2,1,5,3,143,702,4,702,0,1743,3,1,7,1,539,"Y",224,0,0,FALSE,"None",0,6,2007,TRUE,175000,TRUE,TRUE,FALSE,1,3
300,20,"RL",80,14000,4,TRUE,"Inside",TRUE,"Crawfor","Norm","1Fam","1Story",6,8,2004,FALSE,"HdBoard","HdBoard","None",0,4,"CBlock",2,2,1,1,1,1092,1092,5,0,0,1152,3,1,7,1,300,"Y",0,36,0,TRUE,"None",0,8,2009,FALSE,158500,TRUE,TRUE,FALSE,1,1
301,190,"RL",90,15750,4,TRUE,"Corner",TRUE,"Crawfor","Norm","2fmCon","1Story",5,5,1953,TRUE,"MetalSd","MetalSd","BrkFace",56,3,"CBlock",2,2,2,4,1,324,1165,3,0,0,1336,2,1,7,1,375,"Y",0,0,0,FALSE,"None",0,6,2006,TRUE,157000,TRUE,TRUE,FALSE,2,0
302,60,"RL",66,16226,1,TRUE,"Inside",TRUE,"CollgCr","Norm","1Fam","2Story",8,5,1999,FALSE,"VinylSd","VinylSd","None",0,3,"PConc",3,2,1,6,1,747,1028,5,1242,0,2452,4,1,7,3,683,"Y",208,50,0,FALSE,"None",0,5,2007,TRUE,267000,TRUE,TRUE,FALSE,2,1
303,20,"RL",118,13704,3,TRUE,"Corner",TRUE,"CollgCr","Norm","1Fam","1Story",7,5,2002,FALSE,"VinylSd","VinylSd","BrkFace",150,3,"PConc",3,2,1,1,1,1541,1541,5,0,0,1541,3,1,7,2,843,"Y",468,81,0,FALSE,"None",0,1,2006,TRUE,205000,TRUE,TRUE,FALSE,2,0
304,20,"RL",70,9800,4,TRUE,"Corner",TRUE,"CollgCr","Norm","1Fam","1Story",5,7,1972,FALSE,"VinylSd","VinylSd","None",0,3,"PConc",2,2,1,5,1,0,894,3,0,0,894,3,1,7,1,552,"Y",256,0,0,TRUE,"None",0,7,2006,FALSE,149900,TRUE,FALSE,FALSE,2,0
305,75,"RM",87,18386,4,TRUE,"Inside",TRUE,"OldTown","Norm","1Fam","2.5Fin",7,9,2002,FALSE,"CemntBd","CmentBd","None",0,3,"Other",2,2,1,1,1,1470,1470,5,1818,0,3493,3,1,7,1,870,"Y",302,0,0,FALSE,"None",0,5,2008,TRUE,295000,TRUE,TRUE,FALSE,3,0
306,20,"RL",80,10386,4,TRUE,"Inside",TRUE,"CollgCr","Norm","1Fam","1Story",8,5,2005,FALSE,"CemntBd","CmentBd","Stone",246,3,"PConc",3,2,1,6,1,536,2000,5,0,0,2000,3,1,7,3,888,"Y",168,0,0,FALSE,"None",0,7,2007,TRUE,305900,TRUE,FALSE,FALSE,3,0
307,60,"RL",116,13474,4,TRUE,"Inside",TRUE,"SawyerW","Feedr","1Fam","2Story",7,5,1991,FALSE,"HdBoard","Plywood","BrkFace",246,3,"CBlock",3,2,1,5,1,0,700,4,1121,0,2243,4,1,7,2,746,"Y",127,44,224,FALSE,"None",0,6,2007,TRUE,225000,TRUE,TRUE,FALSE,3,1
308,50,"RM",72.7060505979501,7920,3,TRUE,"Inside",TRUE,"IDOTRR","Artery","1Fam","1.5Fin",6,7,1950,FALSE,"MetalSd","MetalSd","None",0,2,"CBlock",2,2,1,1,1,319,319,3,371,0,1406,3,1,7,0,0,"N",0,144,0,TRUE,"None",0,3,2008,TRUE,89500,FALSE,FALSE,FALSE,1,0
309,30,"RL",77.0706418123266,12342,3,TRUE,"Inside",TRUE,"Edwards","Norm","1Fam","1Story",4,5,1950,FALSE,"VinylSd","VinylSd","None",0,3,"CBlock",2,2,1,4,1,599,861,5,0,0,861,1,1,7,1,539,"Y",158,0,0,FALSE,"None",0,3,2009,TRUE,82500,TRUE,FALSE,FALSE,1,0
310,20,"RL",90,12378,3,TRUE,"Inside",TRUE,"NridgHt","Norm","1Fam","1Story",9,5,2004,FALSE,"VinylSd","VinylSd","None",0,3,"PConc",4,2,4,6,1,622,1896,5,0,0,1944,3,1,7,3,708,"Y",208,175,0,FALSE,"None",0,11,2006,TRUE,360000,TRUE,TRUE,FALSE,3,0
311,60,"RL",72.4741014945176,7685,3,TRUE,"Inside",TRUE,"Gilbert","Norm","1Fam","2Story",6,5,1994,FALSE,"HdBoard","HdBoard","BrkFace",112,3,"PConc",3,2,1,5,1,179,697,4,804,0,1501,3,1,7,3,420,"Y",190,63,0,FALSE,"None",0,5,2006,TRUE,165600,TRUE,TRUE,FALSE,2,1
312,20,"RL",50,8000,4,TRUE,"Inside",TRUE,"NAmes","Norm","1Fam","1Story",6,6,2002,FALSE,"VinylSd","VinylSd","None",0,4,"CBlock",2,2,1,5,1,292,972,5,0,0,972,2,1,7,1,240,"Y",0,0,0,FALSE,"None",0,5,2009,TRUE,132000,TRUE,TRUE,FALSE,2,0
313,190,"RM",65,7800,4,TRUE,"Inside",TRUE,"OldTown","Artery","2fmCon","1.5Fin",5,7,1950,FALSE,"MetalSd","MetalSd","None",0,3,"CBlock",3,2,2,3,1,286,793,3,325,0,1118,3,1,7,1,410,"Y",0,0,0,TRUE,"None",0,5,2006,TRUE,119900,TRUE,TRUE,FALSE,2,0
314,20,"RL",150,215245,1,FALSE,"Inside",FALSE,"Timber","Norm","1Fam","1Story",7,5,1965,TRUE,"BrkFace","BrkFace","None",0,3,"CBlock",3,2,4,5,3,80,2136,3,0,0,2036,3,1,7,2,513,"Y",0,0,0,FALSE,"None",0,6,2009,TRUE,375000,TRUE,TRUE,FALSE,4,0
315,70,"RM",60,9600,4,TRUE,"Inside",TRUE,"OldTown","Norm","1Fam","2Story",7,7,1990,FALSE,"Wd Sdng","Wd Sdng","None",0,3,"Other",2,3,1,2,1,712,728,5,809,0,1641,3,1,7,1,546,"Y",0,0,234,FALSE,"None",0,8,2006,TRUE,178000,TRUE,TRUE,FALSE,1,2
316,60,"RL",71,7795,3,TRUE,"Inside",TRUE,"Gilbert","Norm","1Fam","2Story",7,5,2005,FALSE,"VinylSd","VinylSd","None",0,3,"PConc",3,2,1,6,1,291,716,5,716,0,1432,3,1,7,3,432,"Y",100,51,0,FALSE,"None",0,7,2009,TRUE,188500,TRUE,TRUE,FALSE,3,1
317,60,"RL",94,13005,3,TRUE,"Corner",TRUE,"NWAmes","Norm","1Fam","2Story",7,7,1980,FALSE,"CemntBd","CmentBd","BrkFace",278,3,"CBlock",3,2,1,6,1,153,845,3,1200,0,2353,4,1,7,2,484,"Y",288,195,0,TRUE,"None",0,8,2009,TRUE,260000,TRUE,TRUE,FALSE,3,1
318,60,"FV",75,9000,4,TRUE,"Inside",TRUE,"Somerst","Norm","1Fam","2Story",8,5,2006,FALSE,"VinylSd","VinylSd","None",0,3,"PConc",3,2,3,1,1,1088,1088,5,871,0,1959,3,1,7,2,1025,"Y",208,46,0,FALSE,"None",0,12,2007,TRUE,270000,TRUE,TRUE,FALSE,2,1
319,60,"RL",90,9900,4,FALSE,"Inside",FALSE,"NoRidge","Norm","1Fam","2Story",7,5,1993,FALSE,"HdBoard","HdBoard","BrkFace",256,3,"PConc",3,2,4,6,1,360,1347,5,1274,0,2646,4,1,7,2,656,"Y",340,60,144,FALSE,"None",0,4,2009,TRUE,260000,TRUE,TRUE,FALSE,3,1
320,80,"RL",89.2439121003352,14115,4,TRUE,"Inside",TRUE,"NWAmes","Norm","1Fam","SLvl",7,5,1980,FALSE,"Plywood","Plywood","BrkFace",225,3,"CBlock",3,2,3,6,1,336,1372,3,0,0,1472,3,1,7,1,588,"Y",233,48,0,FALSE,"None",0,6,2009,TRUE,187500,TRUE,TRUE,FALSE,3,0
321,60,"RL",111,16259,4,TRUE,"Corner",TRUE,"NridgHt","Norm","1Fam","2Story",9,5,2006,FALSE,"VinylSd","VinylSd","Stone",370,3,"PConc",4,3,3,1,1,1249,1249,5,1347,0,2596,4,1,7,2,840,"Y",240,154,0,FALSE,"None",0,9,2006,FALSE,342643,TRUE,FALSE,FALSE,3,1
322,60,"RL",99,12099,3,TRUE,"Inside",TRUE,"NridgHt","Norm","1Fam","2Story",8,5,2004,FALSE,"VinylSd","VinylSd","BrkFace",388,3,"PConc",4,2,3,6,1,166,1136,5,1332,0,2468,4,1,7,3,872,"Y",184,154,0,FALSE,"None",0,6,2007,TRUE,354000,TRUE,TRUE,FALSE,3,1
323,60,"RL",86,10380,3,TRUE,"Inside",TRUE,"SawyerW","Norm","1Fam","2Story",7,5,1987,FALSE,"Plywood","Plywood","BrkFace",172,3,"CBlock",2,2,4,2,5,0,1502,5,1177,0,2730,4,1,7,3,576,"Y",201,96,0,TRUE,"None",0,8,2007,TRUE,301000,TRUE,TRUE,FALSE,3,1
324,20,"RM",49,5820,4,TRUE,"Inside",TRUE,"OldTown","Norm","1Fam","1Story",3,8,2005,FALSE,"VinylSd","VinylSd","None",0,4,"CBlock",2,2,1,5,1,906,1162,5,0,0,1163,3,1,7,1,220,"Y",142,98,0,FALSE,"None",0,7,2006,TRUE,126175,TRUE,FALSE,FALSE,2,0
325,80,"RL",96,11275,4,TRUE,"Corner",TRUE,"NAmes","PosN","1Fam","SLvl",7,7,2007,TRUE,"Wd Sdng","Wd Sdng","BrkFace",300,4,"CBlock",3,2,1,1,1,710,710,5,1080,0,2978,5,1,7,3,564,"Y",240,0,0,FALSE,"None",0,6,2010,TRUE,242000,TRUE,TRUE,FALSE,2,1
326,45,"RM",50,5000,4,TRUE,"Inside",TRUE,"IDOTRR","NR","1Fam","1.5Unf",5,6,1950,FALSE,"MetalSd","MetalSd","None",0,3,"CBlock",2,2,3,4,1,604,720,1,0,0,803,2,1,7,1,360,"Y",0,0,244,FALSE,"None",0,12,2007,TRUE,87000,TRUE,FALSE,FALSE,1,0
327,120,"RL",32,10846,3,TRUE,"Other",TRUE,"Veenker","Norm","TwnhsE","1Story",8,5,1993,FALSE,"BrkFace","BrkFace","None",0,3,"PConc",3,2,4,6,1,100,1719,5,0,0,1719,1,1,7,3,473,"Y",122,30,0,FALSE,"None",0,5,2008,TRUE,324000,TRUE,TRUE,FALSE,3,1
328,20,"RL",80,11600,4,TRUE,"Inside",TRUE,"NAmes","Norm","1Fam","1Story",6,5,1960,TRUE,"Wd Sdng","Wd Sdng","BrkFace",175,3,"CBlock",2,2,1,3,1,818,1383,3,0,0,1383,3,1,7,2,292,"Y",0,45,0,FALSE,"None",0,4,2006,TRUE,145250,TRUE,FALSE,FALSE,1,1
329,75,"RL",76.6225358848443,11888,3,FALSE,"Inside",TRUE,"BrkSide","PosN","1Fam","2.5Unf",6,6,1994,FALSE,"Wd Sdng","Wd Shng","None",0,3,"Other",2,2,1,1,1,844,844,4,689,0,2134,5,1,7,1,441,"Y",0,60,268,FALSE,"None",0,7,2009,TRUE,214500,TRUE,FALSE,FALSE,2,0
330,70,"RM",60,6402,4,TRUE,"Corner",TRUE,"IDOTRR","Norm","1Fam","2Story",5,5,1950,FALSE,"Wd Sdng","Wd Shng","None",0,3,"PConc",2,2,2,1,1,596,596,3,596,0,1192,3,1,7,1,189,"N",0,0,137,TRUE,"None",0,7,2009,TRUE,78000,TRUE,FALSE,FALSE,1,0
331,90,"RL",75.3749458136159,10624,3,TRUE,"Inside",TRUE,"NAmes","Norm","Duplex","1Story",5,4,1964,FALSE,"HdBoard","HdBoard","BrkFace",84,3,"CBlock",2,2,1,6,3,1424,1728,3,0,0,1728,6,2,7,1,352,"Y",155,0,0,FALSE,"None",0,11,2007,TRUE,119000,TRUE,FALSE,FALSE,2,1
332,20,"RL",70,8176,4,TRUE,"Inside",TRUE,"NAmes","Norm","1Fam","1Story",5,6,1992,FALSE,"Wd Sdng","Wd Sdng","None",0,3,"CBlock",2,2,1,3,1,210,1056,2,0,0,1056,3,1,7,2,308,"Y",0,0,0,FALSE,"None",0,8,2007,TRUE,139000,TRUE,FALSE,FALSE,2,0
333,20,"RL",85,10655,3,TRUE,"Inside",TRUE,"NridgHt","Norm","1Fam","1Story",8,5,2004,FALSE,"VinylSd","VinylSd","BrkFace",296,3,"PConc",3,2,1,6,0,1603,3206,5,0,0,1629,3,1,7,2,880,"Y",0,0,0,FALSE,"None",0,10,2009,TRUE,284000,TRUE,TRUE,FALSE,3,0
334,120,"RM",59,8198,4,TRUE,"Other",TRUE,"NridgHt","Norm","TwnhsE","1Story",7,5,2004,FALSE,"VinylSd","VinylSd","Stone",146,3,"PConc",3,2,3,6,1,638,1358,5,0,0,1358,2,1,7,2,484,"Y",192,30,0,FALSE,"None",0,7,2008,TRUE,207000,TRUE,TRUE,FALSE,3,0
335,60,"RL",59,9042,3,TRUE,"Inside",TRUE,"Gilbert","Norm","1Fam","2Story",6,5,1998,FALSE,"VinylSd","VinylSd","None",0,3,"PConc",3,2,4,6,1,115,943,4,695,0,1638,3,1,7,3,472,"Y",100,38,0,FALSE,"None",0,7,2008,TRUE,192000,TRUE,TRUE,FALSE,3,1
336,190,"RL",227.411167500116,164660,3,FALSE,"Corner",FALSE,"Timber","Norm","2fmCon","1.5Fin",5,6,1965,FALSE,"Plywood","Plywood","None",0,3,"CBlock",2,2,4,5,4,103,1499,5,167,0,1786,3,1,7,3,529,"Y",670,0,0,FALSE,"Shed",700,8,2008,TRUE,228950,TRUE,TRUE,FALSE,4,0
337,20,"RL",86,14157,3,FALSE,"Corner",TRUE,"StoneBr","Norm","1Fam","1Story",9,5,2006,TRUE,"VinylSd","VinylSd","Stone",200,3,"PConc",4,2,4,6,1,673,1922,5,0,0,1922,3,1,7,3,676,"Y",178,51,0,FALSE,"None",0,7,2007,TRUE,377426,TRUE,TRUE,FALSE,3,0
338,20,"RL",70,9135,4,TRUE,"Inside",TRUE,"CollgCr","Norm","1Fam","1Story",7,5,2003,FALSE,"VinylSd","VinylSd","BrkFace",113,3,"PConc",3,2,3,6,1,726,1536,5,0,0,1536,3,1,7,2,532,"Y",192,74,0,FALSE,"None",0,12,2008,TRUE,214000,TRUE,FALSE,FALSE,3,0
339,20,"RL",91,14145,4,TRUE,"Corner",TRUE,"NWAmes","Norm","1Fam","1Story",7,7,1998,FALSE,"Wd Sdng","Wd Sdng","None",0,3,"CBlock",3,2,2,5,1,995,1208,5,0,0,1621,3,1,7,2,440,"Y",108,45,0,FALSE,"Shed",400,5,2006,TRUE,202500,TRUE,FALSE,FALSE,3,0
340,20,"RL",66,12400,3,TRUE,"Inside",TRUE,"NAmes","Feedr","1Fam","1Story",6,7,1998,TRUE,"Wd Sdng","Wd Sdng","BrkFace",176,3,"CBlock",2,1,1,3,1,630,1215,3,0,0,1215,3,1,7,1,297,"Y",0,0,0,FALSE,"None",0,6,2009,TRUE,155000,TRUE,FALSE,FALSE,1,0
341,60,"RL",85,14191,4,TRUE,"Inside",TRUE,"Timber","Norm","1Fam","2Story",8,5,2002,FALSE,"VinylSd","VinylSd","None",0,3,"PConc",3,2,1,1,1,967,967,5,915,0,1908,4,1,7,3,431,"Y",135,0,0,FALSE,"None",0,4,2010,TRUE,202900,TRUE,FALSE,FALSE,2,1
342,20,"RH",60,8400,4,TRUE,"Inside",TRUE,"SawyerW","Feedr","1Fam","1Story",4,4,1950,FALSE,"Wd Sdng","AsbShng","None",0,2,"CBlock",2,1,1,1,1,721,721,4,0,0,841,2,1,7,1,294,"N",250,0,24,FALSE,"None",0,9,2009,TRUE,82000,TRUE,FALSE,FALSE,1,0
343,90,"RL",65.7754182823859,8544,4,TRUE,"Inside",TRUE,"NAmes","Norm","Duplex","1Story",3,4,1950,FALSE,"Stucco","Stucco","BrkFace",340,3,"Other",0,0,0,0,0,0,0,2,0,0,1040,2,2,7,1,400,"Y",0,0,0,FALSE,"None",0,5,2006,TRUE,87500,TRUE,FALSE,FALSE,2,0
344,120,"RL",63,8849,3,TRUE,"Inside",TRUE,"NridgHt","Norm","TwnhsE","1Story",9,5,2005,TRUE,"MetalSd","MetalSd","BrkFace",616,3,"PConc",4,2,1,6,1,1656,1684,5,0,0,1684,2,1,7,2,564,"Y",495,72,0,FALSE,"None",0,7,2008,TRUE,266000,TRUE,TRUE,FALSE,2,0
345,160,"RM",36,2592,4,TRUE,"Inside",TRUE,"MeadowV","Norm","TwnhsE","2Story",5,3,1976,FALSE,"CemntBd","CmentBd","None",0,3,"CBlock",3,2,1,3,4,175,536,3,576,0,1112,3,1,7,1,336,"Y",182,0,0,FALSE,"None",0,4,2010,TRUE,85000,TRUE,FALSE,FALSE,1,1
346,50,"RL",65,6435,4,TRUE,"Inside",TRUE,"BrkSide","NR","1Fam","1.5Fin",6,5,1950,FALSE,"MetalSd","MetalSd","None",0,3,"Other",2,2,1,1,1,972,972,4,605,0,1577,3,1,7,1,312,"Y",0,0,0,FALSE,"None",0,10,2006,TRUE,140200,TRUE,TRUE,FALSE,1,0
